action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,opponent,remaining_time,2PT Field Goal,3PT Field Goal,Bank Shot,Dunk,Hook Shot,Jump Shot,Layup,Tip Shot,home_court,injury
Jump Shot,Jump Shot,-201,68,2,0,1998,21,1.0,MIN,154,True,False,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,31,188,2,0,1998,19,1.0,MIN,60,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,154,194,2,0,1998,24,0.0,MIN,2,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,32,42,3,0,1998,5,0.0,MIN,592,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-42,207,3,0,1998,21,0.0,MIN,562,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,25,162,3,0,1998,16,1.0,MIN,537,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-109,173,3,0,1998,20,1.0,MIN,467,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,154,151,3,0,1998,21,0.0,MIN,42,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,0.0,MIN,5,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,190,173,4,0,1998,25,0.0,MIN,652,False,True,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,98,57,4,0,1998,11,1.0,MIN,579,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,138,162,4,0,1998,21,0.0,MIN,491,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,4,0,1998,0,1.0,MIN,290,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,190,-12,4,0,1998,19,0.0,MIN,256,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,46,61,1,0,1998,7,1.0,IND,612,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-59,93,2,0,1998,11,0.0,IND,519,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,-1,46,2,0,1998,4,1.0,IND,328,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-29,78,2,0,1998,8,1.0,IND,185,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,132,-29,2,0,1998,13,0.0,IND,85,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-14,585,2,0,1998,58,0.0,IND,0,False,True,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,3,0,1998,0,0.0,IND,271,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,154,1,4,0,1998,15,1.0,IND,53,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,224,93,4,0,1998,24,0.0,IND,18,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,12,287,4,0,1998,28,1.0,IND,4,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-14,274,4,0,1998,27,0.0,IND,0,False,True,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,111,78,1,0,1998,13,1.0,CHA,581,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,96,141,1,0,1998,17,0.0,CHA,543,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,102,184,1,0,1998,21,1.0,CHA,454,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,111,222,1,0,1998,24,0.0,CHA,399,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-31,96,1,0,1998,10,0.0,CHA,3,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-212,74,2,0,1998,22,1.0,CHA,714,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,132,-1,2,0,1998,13,0.0,CHA,658,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,1998,0,1.0,CHA,503,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,138,145,2,0,1998,20,0.0,CHA,424,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,2,0,1998,0,1.0,CHA,169,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-212,-18,2,0,1998,21,0.0,CHA,2,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-184,42,3,0,1998,18,1.0,CHA,546,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,1,0,1998,0,0.0,DAL,646,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,162,85,1,0,1998,18,1.0,DAL,623,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,2,0,1998,0,1.0,DAL,567,True,False,False,False,False,False,True,False,1,0
Driving Layup Shot,Layup,10,31,2,0,1998,3,1.0,DAL,466,True,False,False,False,False,False,True,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,1998,0,1.0,DAL,437,True,False,False,True,False,False,False,False,1,0
Running Jump Shot,Jump Shot,74,18,2,0,1998,7,0.0,DAL,230,True,False,False,False,False,True,False,False,1,0
Tip Shot,Tip Shot,10,-1,3,0,1998,1,0.0,DAL,709,True,False,False,False,False,False,False,True,1,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,1.0,DAL,633,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,147,91,3,0,1998,17,1.0,DAL,609,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-162,-8,3,0,1998,16,1.0,DAL,573,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-3,216,3,0,1998,21,0.0,DAL,271,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-89,53,4,0,1998,10,0.0,DAL,393,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,1.0,SAS,714,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-113,31,1,0,1998,11,0.0,SAS,55,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,2,0,1998,0,0.0,SAS,520,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,63,171,2,0,1998,18,0.0,SAS,231,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,51,70,2,0,1998,8,1.0,SAS,160,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,108,136,2,0,1998,17,0.0,SAS,45,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,130,126,3,0,1998,18,1.0,SAS,557,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,171,76,3,0,1998,18,0.0,SAS,348,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,42,16,3,0,1998,4,1.0,SAS,327,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,0.0,SAS,708,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-113,48,4,0,1998,12,1.0,SAS,645,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,121,3,4,0,1998,12,1.0,SAS,182,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-48,207,4,0,1998,21,0.0,SAS,158,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-177,25,4,0,1998,17,0.0,SAS,70,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-100,171,1,0,1998,19,0.0,SEA,651,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,12,38,1,0,1998,3,0.0,SEA,369,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-8,126,1,0,1998,12,1.0,SEA,182,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,0,0,2,0,1998,0,0.0,SEA,639,True,False,False,False,False,True,False,False,0,0
Slam Dunk Shot,Dunk,0,0,2,0,1998,0,1.0,SEA,609,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,-136,42,2,0,1998,14,1.0,SEA,438,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-23,126,2,0,1998,12,0.0,SEA,416,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,154,3,2,0,1998,15,1.0,SEA,288,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,154,21,2,0,1998,15,0.0,SEA,209,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-214,164,2,0,1998,26,0.0,SEA,105,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-121,143,2,0,1998,18,0.0,SEA,77,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-143,280,2,0,1998,31,0.0,SEA,0,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,175,10,4,0,1998,17,0.0,SEA,567,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-42,263,4,0,1998,26,0.0,SEA,240,False,True,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,55,31,4,0,1998,6,1.0,SEA,171,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,184,186,4,0,1998,26,1.0,SEA,83,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,3,274,4,0,1998,27,0.0,SEA,48,False,True,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,1.0,SEA,16,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,158,5,1,0,1998,15,0.0,DEN,452,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-173,113,1,0,1998,20,0.0,DEN,254,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,53,57,1,0,1998,7,1.0,DEN,218,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,186,130,2,0,1998,22,0.0,DEN,243,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-166,124,3,0,1998,20,0.0,DEN,632,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-136,40,3,0,1998,14,1.0,DEN,376,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,1.0,DEN,300,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,151,218,4,0,1998,26,0.0,DEN,708,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,151,33,4,0,1998,15,1.0,DEN,601,True,False,False,False,False,True,False,False,0,0
Driving Dunk Shot,Dunk,0,0,5,0,1998,0,1.0,DEN,50,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,164,246,5,0,1998,29,1.0,DEN,11,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-216,196,5,0,1998,29,0.0,DEN,3,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,121,162,1,0,1998,20,1.0,VAN,674,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,158,121,1,0,1998,19,0.0,VAN,463,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-134,93,1,0,1998,16,0.0,VAN,316,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,-12,16,1,0,1998,2,0.0,VAN,37,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,136,233,2,0,1998,26,0.0,VAN,686,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,143,104,2,0,1998,17,0.0,VAN,423,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,1,5,2,0,1998,0,1.0,VAN,191,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,149,27,2,0,1998,15,0.0,VAN,4,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,1,10,3,0,1998,1,1.0,VAN,641,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-113,143,3,0,1998,18,0.0,VAN,573,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,143,244,3,0,1998,28,0.0,VAN,548,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,149,111,3,0,1998,18,0.0,VAN,362,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-12,38,3,0,1998,3,0.0,VAN,303,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,1,44,3,0,1998,4,0.0,VAN,300,True,False,False,False,False,True,False,False,0,0
Dunk Shot,Dunk,1,16,3,0,1998,1,1.0,VAN,215,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,121,128,4,0,1998,17,0.0,VAN,538,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-12,278,4,0,1998,27,0.0,VAN,187,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,42,267,4,0,1998,27,0.0,VAN,34,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-36,282,4,0,1998,28,0.0,VAN,16,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,14,121,1,0,1998,12,0.0,LAC,395,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-134,139,1,0,1998,19,0.0,LAC,191,True,False,False,False,False,True,False,False,0,0
Dunk Shot,Dunk,0,0,3,0,1998,0,1.0,LAC,712,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,51,104,3,0,1998,11,1.0,LAC,561,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,78,280,3,0,1998,29,0.0,LAC,495,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-113,31,1,0,1998,11,0.0,LAC,687,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,85,128,1,0,1998,15,0.0,LAC,299,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,2,0,1998,0,1.0,LAC,574,True,False,False,False,False,False,True,False,1,0
Driving Layup Shot,Layup,0,0,2,0,1998,0,1.0,LAC,323,True,False,False,False,False,False,True,False,1,0
Running Jump Shot,Jump Shot,115,162,3,0,1998,19,1.0,LAC,570,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-113,151,3,0,1998,18,1.0,LAC,316,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,1.0,LAC,370,True,False,False,False,False,False,True,False,1,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,0.0,HOU,675,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,149,31,1,0,1998,15,0.0,HOU,499,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-106,53,1,0,1998,11,0.0,HOU,455,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-171,194,1,0,1998,25,0.0,HOU,307,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,100,179,2,0,1998,20,1.0,HOU,637,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,8,53,2,0,1998,5,1.0,HOU,458,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,136,3,2,0,1998,13,1.0,HOU,237,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-106,244,2,0,1998,26,0.0,HOU,200,False,True,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,1998,0,1.0,HOU,180,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,42,229,3,0,1998,23,0.0,HOU,602,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,51,68,3,0,1998,8,0.0,HOU,419,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-36,96,4,0,1998,10,1.0,HOU,426,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-48,14,4,0,1998,5,0.0,HOU,395,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-70,57,4,0,1998,9,1.0,HOU,164,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-48,141,4,0,1998,14,1.0,HOU,82,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,42,96,4,0,1998,10,0.0,HOU,42,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,130,-10,1,0,1998,13,0.0,PHX,700,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,1.0,PHX,588,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,63,147,1,0,1998,15,0.0,PHX,519,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,1.0,PHX,648,True,False,False,False,False,False,True,False,0,0
Layup Shot,Layup,0,0,3,0,1998,0,0.0,PHX,470,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-149,42,3,0,1998,15,0.0,PHX,389,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,143,3,3,0,1998,14,0.0,PHX,334,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,1,48,3,0,1998,4,0.0,PHX,288,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,70,136,4,0,1998,15,1.0,PHX,276,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-158,192,4,0,1998,24,0.0,PHX,232,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,93,3,4,0,1998,9,0.0,PHX,204,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-149,85,1,0,1998,17,1.0,PHX,668,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,0.0,PHX,397,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,115,134,1,0,1998,17,0.0,PHX,125,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,1.0,PHX,2,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-119,42,2,0,1998,12,0.0,PHX,227,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,2,0,1998,0,0.0,PHX,138,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,121,-1,2,0,1998,12,0.0,PHX,117,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,130,36,3,0,1998,13,0.0,PHX,619,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,143,46,3,0,1998,15,0.0,PHX,520,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,1.0,PHX,397,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,0,0,3,0,1998,0,1.0,PHX,317,True,False,False,False,False,False,True,False,1,0
Driving Dunk Shot,Dunk,0,0,3,0,1998,0,1.0,PHX,287,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,143,-12,3,0,1998,14,1.0,PHX,242,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,4,0,1998,0,1.0,PHX,368,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-119,-12,4,0,1998,11,1.0,PHX,318,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,4,0,1998,0,1.0,PHX,268,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,1,78,4,0,1998,7,1.0,PHX,165,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,4,0,1998,0,1.0,PHX,12,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-91,141,1,0,1998,16,1.0,SEA,600,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,130,-23,1,0,1998,13,1.0,SEA,147,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,121,8,2,0,1998,12,0.0,SEA,485,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-158,46,2,0,1998,16,0.0,SEA,460,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,149,42,2,0,1998,15,0.0,SEA,150,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,2,0,1998,0,1.0,SEA,75,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,0,0,3,0,1998,0,1.0,SEA,642,True,False,False,False,False,False,True,False,1,0
Running Jump Shot,Jump Shot,42,63,3,0,1998,7,1.0,SEA,492,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-63,46,3,0,1998,7,0.0,SEA,408,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,78,74,3,0,1998,10,0.0,SEA,213,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,35,63,3,0,1998,7,0.0,SEA,204,True,False,False,False,False,True,False,False,1,0
Driving Dunk Shot,Dunk,0,0,4,0,1998,0,1.0,SEA,238,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,59,124,1,0,1998,13,0.0,UTA,638,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-96,40,1,0,1998,10,0.0,UTA,410,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-147,72,1,0,1998,16,0.0,UTA,250,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,147,16,1,0,1998,14,0.0,UTA,203,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,1.0,UTA,184,True,False,False,False,False,False,True,False,0,0
Layup Shot,Layup,0,0,1,0,1998,0,1.0,UTA,156,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,169,265,2,0,1998,31,0.0,UTA,0,False,True,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,1.0,UTA,682,True,False,False,False,False,False,True,False,0,0
Layup Shot,Layup,0,0,3,0,1998,0,1.0,UTA,630,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,1,173,3,0,1998,17,1.0,UTA,558,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-3,78,3,0,1998,7,0.0,UTA,494,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-74,1,3,0,1998,7,1.0,UTA,23,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,74,106,4,0,1998,12,0.0,UTA,566,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,4,0,1998,0,0.0,UTA,327,True,False,False,False,False,False,True,False,0,0
Slam Dunk Shot,Dunk,0,0,4,0,1998,0,1.0,UTA,283,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,175,192,4,0,1998,25,0.0,UTA,121,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,1,81,1,0,1998,8,1.0,LAC,546,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,154,12,3,0,1998,15,0.0,LAC,540,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,132,29,4,0,1998,13,1.0,LAC,599,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,1.0,LAC,540,True,False,False,False,False,False,True,False,0,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,1.0,LAC,212,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,1,57,1,0,1998,5,0.0,LAC,642,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,1.0,LAC,616,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,164,-1,3,0,1998,16,0.0,LAC,491,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-192,-1,3,0,1998,19,1.0,LAC,407,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,1,74,3,0,1998,7,1.0,LAC,253,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,0.0,LAC,5,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,0,0,4,0,1998,0,0.0,LAC,656,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,0,0,4,0,1998,0,0.0,LAC,645,True,False,False,False,False,False,True,False,1,0
Tip Shot,Tip Shot,0,0,4,0,1998,0,1.0,LAC,643,True,False,False,False,False,False,False,True,1,0
Jump Shot,Jump Shot,136,-8,4,0,1998,13,0.0,LAC,550,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,0.0,LAC,308,True,False,False,False,False,False,True,False,1,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,0.0,LAC,284,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,130,-8,1,0,1998,13,0.0,GSW,619,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-113,57,1,0,1998,12,0.0,GSW,426,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-63,91,1,0,1998,11,1.0,GSW,242,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,70,-1,1,0,1998,7,0.0,GSW,1,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,2,0,1998,0,1.0,GSW,477,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,0,0,2,0,1998,0,1.0,GSW,417,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-85,46,2,0,1998,9,0.0,GSW,382,True,False,False,False,False,True,False,False,1,0
Dunk Shot,Dunk,0,0,3,0,1998,0,0.0,GSW,625,True,False,False,True,False,False,False,False,1,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,1.0,GSW,469,True,False,False,False,False,False,True,False,1,0
Slam Dunk Shot,Dunk,0,0,3,0,1998,0,1.0,GSW,383,True,False,False,True,False,False,False,False,1,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,1.0,GSW,38,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-6,188,4,0,1998,18,0.0,GSW,372,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-12,154,1,0,1998,15,1.0,SAC,484,True,False,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,-48,16,1,0,1998,5,1.0,SAC,90,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,143,38,2,0,1998,14,1.0,SAC,606,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,-27,3,2,0,1998,2,1.0,SAC,485,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-27,98,2,0,1998,10,0.0,SAC,300,True,False,False,False,False,True,False,False,0,0
Driving Dunk Shot,Dunk,0,0,2,0,1998,0,1.0,SAC,82,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,-128,-1,3,0,1998,12,1.0,SAC,568,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,201,199,3,0,1998,28,0.0,SAC,0,False,True,False,False,False,True,False,False,0,0
Dunk Shot,Dunk,0,0,4,0,1998,0,1.0,SAC,444,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,229,16,4,0,1998,22,1.0,SAC,284,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,201,16,4,0,1998,20,1.0,SAC,243,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-149,203,4,0,1998,25,0.0,SAC,216,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-27,242,4,0,1998,24,0.0,SAC,134,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,158,192,4,0,1998,24,0.0,SAC,24,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-171,231,4,0,1998,28,0.0,SAC,2,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,162,-12,1,0,1998,16,0.0,MIN,363,True,False,False,False,False,True,False,False,0,0
