action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,opponent,remaining_time,2PT Field Goal,3PT Field Goal,home_court,injury
Reverse Layup Shot,Layup,0,0,4,1,2005,0,1.0,Center(C),Restricted Area,PHX,654,True,False,0,0
Jump Shot,Jump Shot,153,215,4,1,2005,26,1.0,Right Side Center(RC),Above the Break 3,PHX,617,False,True,0,0
Jump Shot,Jump Shot,-182,206,4,1,2005,27,1.0,Left Side Center(LC),Above the Break 3,PHX,437,False,True,0,0
Jump Shot,Jump Shot,186,181,4,1,2005,25,0.0,Right Side Center(RC),Above the Break 3,PHX,379,False,True,0,0
Jump Shot,Jump Shot,29,192,1,1,2005,19,0.0,Center(C),Mid-Range,PHX,701,True,False,1,0
Driving Finger Roll Shot,Layup,-8,54,1,1,2005,5,1.0,Center(C),In The Paint (Non-RA),PHX,673,True,False,1,0
Jump Shot,Jump Shot,102,12,1,1,2005,10,1.0,Right Side(R),Mid-Range,PHX,208,True,False,1,0
Jump Bank Shot,Jump Shot,151,238,1,1,2005,28,1.0,Right Side Center(RC),Above the Break 3,PHX,1,False,True,1,0
Layup Shot,Layup,0,0,2,1,2005,0,1.0,Center(C),Restricted Area,PHX,580,True,False,1,0
Running Jump Shot,Jump Shot,-48,38,2,1,2005,6,0.0,Center(C),In The Paint (Non-RA),PHX,521,True,False,1,0
Jump Shot,Jump Shot,149,127,2,1,2005,19,1.0,Right Side Center(RC),Mid-Range,PHX,266,True,False,1,0
Jump Shot,Jump Shot,-85,127,2,1,2005,15,0.0,Left Side(L),Mid-Range,PHX,204,True,False,1,0
Driving Layup Shot,Layup,0,0,2,1,2005,0,0.0,Center(C),Restricted Area,PHX,172,True,False,1,0
Jump Shot,Jump Shot,117,160,2,1,2005,19,1.0,Right Side Center(RC),Mid-Range,PHX,70,True,False,1,0
Layup Shot,Layup,0,0,3,1,2005,0,1.0,Center(C),Restricted Area,PHX,688,True,False,1,0
Jump Shot,Jump Shot,-149,145,3,1,2005,20,0.0,Left Side Center(LC),Mid-Range,PHX,615,True,False,1,0
Turnaround Jump Shot,Jump Shot,-138,122,3,1,2005,18,1.0,Left Side Center(LC),Mid-Range,PHX,553,True,False,1,0
Jump Shot,Jump Shot,-174,84,3,1,2005,19,1.0,Left Side(L),Mid-Range,PHX,480,True,False,1,0
Jump Shot,Jump Shot,54,270,3,1,2005,27,1.0,Center(C),Above the Break 3,PHX,368,False,True,1,0
Jump Shot,Jump Shot,80,238,3,1,2005,25,0.0,Right Side Center(RC),Above the Break 3,PHX,285,False,True,1,0
Jump Shot,Jump Shot,179,100,3,1,2005,20,0.0,Right Side(R),Mid-Range,PHX,170,True,False,1,0
Running Dunk Shot,Dunk,0,0,3,1,2005,0,1.0,Center(C),Restricted Area,PHX,107,True,False,1,0
Jump Shot,Jump Shot,205,0,4,1,2005,20,0.0,Right Side(R),Mid-Range,PHX,565,True,False,1,0
Tip Shot,Tip Shot,0,0,4,1,2005,0,1.0,Center(C),Restricted Area,PHX,414,True,False,1,0
Layup Shot,Layup,0,0,4,1,2005,0,0.0,Center(C),Restricted Area,PHX,317,True,False,1,0
Jump Shot,Jump Shot,-232,104,4,1,2005,25,0.0,Left Side Center(LC),Above the Break 3,PHX,311,False,True,1,0
Layup Shot,Layup,0,0,4,1,2005,0,0.0,Center(C),Restricted Area,PHX,416,True,False,1,0
Jump Shot,Jump Shot,-230,12,4,1,2005,23,1.0,Left Side(L),Left Corner 3,PHX,107,False,True,1,0
Jump Shot,Jump Shot,108,132,4,1,2005,17,0.0,Right Side Center(RC),Mid-Range,PHX,1,True,False,1,0
Turnaround Jump Shot,Jump Shot,62,156,5,1,2005,16,1.0,Right Side Center(RC),Mid-Range,PHX,232,True,False,1,0
Jump Shot,Jump Shot,107,115,5,1,2005,15,0.0,Right Side(R),Mid-Range,PHX,121,True,False,1,0
Driving Layup Shot,Layup,0,0,5,1,2005,0,1.0,Center(C),Restricted Area,PHX,92,True,False,1,0
Jump Shot,Jump Shot,141,219,5,1,2005,26,1.0,Right Side Center(RC),Above the Break 3,PHX,54,False,True,1,0
Jump Bank Shot,Jump Shot,-176,222,5,1,2005,28,1.0,Left Side Center(LC),Above the Break 3,PHX,33,False,True,1,0
Jump Shot,Jump Shot,-200,194,5,1,2005,27,0.0,Left Side Center(LC),Above the Break 3,PHX,25,False,True,1,0
Turnaround Jump Shot,Jump Shot,163,46,1,1,2005,16,1.0,Right Side(R),Mid-Range,PHX,607,True,False,0,0
Jump Shot,Jump Shot,189,210,1,1,2005,28,0.0,Right Side Center(RC),Above the Break 3,PHX,350,False,True,0,0
Jump Shot,Jump Shot,21,84,1,1,2005,8,1.0,Center(C),In The Paint (Non-RA),PHX,238,True,False,0,0
Jump Shot,Jump Shot,140,145,1,1,2005,20,0.0,Right Side Center(RC),Mid-Range,PHX,120,True,False,0,0
Jump Bank Shot,Jump Shot,-71,33,2,1,2005,7,1.0,Center(C),In The Paint (Non-RA),PHX,625,True,False,0,0
Jump Shot,Jump Shot,-172,176,2,1,2005,24,1.0,Left Side Center(LC),Above the Break 3,PHX,448,False,True,0,0
Jump Shot,Jump Shot,169,253,2,1,2005,30,1.0,Right Side Center(RC),Above the Break 3,PHX,381,False,True,0,0
Turnaround Jump Shot,Jump Shot,166,59,2,1,2005,17,0.0,Right Side(R),Mid-Range,PHX,313,True,False,0,0
Jump Shot,Jump Shot,228,130,2,1,2005,26,0.0,Right Side Center(RC),Above the Break 3,PHX,289,False,True,0,0
Jump Shot,Jump Shot,140,160,2,1,2005,21,1.0,Right Side Center(RC),Mid-Range,PHX,134,True,False,0,0
Jump Shot,Jump Shot,184,87,2,1,2005,20,0.0,Right Side(R),Mid-Range,PHX,58,True,False,0,0
Jump Shot,Jump Shot,190,184,2,1,2005,26,1.0,Right Side Center(RC),Above the Break 3,PHX,24,False,True,0,0
Jump Shot,Jump Shot,148,210,3,1,2005,25,0.0,Right Side Center(RC),Above the Break 3,PHX,466,False,True,0,0
Jump Shot,Jump Shot,-233,13,3,1,2005,23,0.0,Left Side(L),Left Corner 3,PHX,271,False,True,0,0
Jump Shot,Jump Shot,-26,105,4,1,2005,10,0.0,Center(C),In The Paint (Non-RA),PHX,594,True,False,0,0
Jump Shot,Jump Shot,-171,45,1,1,2006,17,0.0,Left Side(L),Mid-Range,PHX,689,True,False,0,0
Jump Shot,Jump Shot,-164,104,1,1,2006,19,0.0,Left Side(L),Mid-Range,PHX,632,True,False,0,0
Driving Dunk Shot,Dunk,0,0,1,1,2006,0,1.0,Center(C),Restricted Area,PHX,576,True,False,0,0
Turnaround Jump Shot,Jump Shot,3,100,1,1,2006,10,1.0,Center(C),In The Paint (Non-RA),PHX,470,True,False,0,0
Turnaround Jump Shot,Jump Shot,138,114,1,1,2006,17,1.0,Right Side Center(RC),Mid-Range,PHX,440,True,False,0,0
Turnaround Jump Shot,Jump Shot,171,-5,1,1,2006,17,1.0,Right Side(R),Mid-Range,PHX,401,True,False,0,0
Turnaround Jump Shot,Jump Shot,33,86,1,1,2006,9,1.0,Center(C),In The Paint (Non-RA),PHX,209,True,False,0,0
Jump Shot,Jump Shot,117,161,1,1,2006,19,0.0,Right Side Center(RC),Mid-Range,PHX,170,True,False,0,0
Jump Shot,Jump Shot,228,97,1,1,2006,24,0.0,Right Side Center(RC),Above the Break 3,PHX,0,False,True,0,0
Jump Bank Shot,Jump Shot,133,71,2,1,2006,15,0.0,Right Side(R),Mid-Range,PHX,515,True,False,0,0
Layup Shot,Layup,0,0,2,1,2006,0,1.0,Center(C),Restricted Area,PHX,446,True,False,0,0
Jump Shot,Jump Shot,56,92,2,1,2006,10,1.0,Right Side(R),In The Paint (Non-RA),PHX,243,True,False,0,0
Jump Shot,Jump Shot,161,143,2,1,2006,21,1.0,Right Side Center(RC),Mid-Range,PHX,137,True,False,0,0
Jump Shot,Jump Shot,192,166,2,1,2006,25,1.0,Right Side Center(RC),Above the Break 3,PHX,71,False,True,0,0
Jump Shot,Jump Shot,-161,219,2,1,2006,27,1.0,Left Side Center(LC),Above the Break 3,PHX,1,False,True,0,0
Jump Shot,Jump Shot,159,115,3,1,2006,19,0.0,Right Side(R),Mid-Range,PHX,498,True,False,0,0
Jump Shot,Jump Shot,-110,145,3,1,2006,18,1.0,Left Side Center(LC),Mid-Range,PHX,121,True,False,0,0
Jump Shot,Jump Shot,-120,132,3,1,2006,17,0.0,Left Side Center(LC),Mid-Range,PHX,90,True,False,0,0
Jump Shot,Jump Shot,-128,151,4,1,2006,19,0.0,Left Side Center(LC),Mid-Range,PHX,660,True,False,0,0
Jump Shot,Jump Shot,117,138,4,1,2006,18,0.0,Right Side Center(RC),Mid-Range,PHX,609,True,False,0,0
Layup Shot,Layup,0,0,4,1,2006,0,0.0,Center(C),Restricted Area,PHX,542,True,False,0,0
Turnaround Jump Shot,Jump Shot,-25,130,4,1,2006,13,0.0,Center(C),In The Paint (Non-RA),PHX,462,True,False,0,0
Jump Shot,Jump Shot,-189,230,4,1,2006,29,0.0,Left Side Center(LC),Above the Break 3,PHX,229,False,True,0,0
Jump Shot,Jump Shot,21,84,4,1,2006,8,0.0,Center(C),In The Paint (Non-RA),PHX,188,True,False,0,0
Turnaround Jump Shot,Jump Shot,-154,69,4,1,2006,16,0.0,Left Side(L),Mid-Range,PHX,111,True,False,0,0
Finger Roll Shot,Layup,75,30,4,1,2006,8,1.0,Right Side(R),In The Paint (Non-RA),PHX,102,True,False,0,0
Turnaround Jump Shot,Jump Shot,-174,23,4,1,2006,17,0.0,Left Side(L),Mid-Range,PHX,73,True,False,0,0
Jump Shot,Jump Shot,-140,227,4,1,2006,26,0.0,Left Side Center(LC),Above the Break 3,PHX,36,False,True,0,0
Jump Shot,Jump Shot,194,199,1,1,2006,27,1.0,Right Side Center(RC),Above the Break 3,PHX,500,False,True,0,0
Driving Layup Shot,Layup,0,0,1,1,2006,0,1.0,Center(C),Restricted Area,PHX,421,True,False,0,0
Jump Shot,Jump Shot,148,138,1,1,2006,20,1.0,Right Side Center(RC),Mid-Range,PHX,177,True,False,0,0
Driving Layup Shot,Layup,0,0,1,1,2006,0,1.0,Center(C),Restricted Area,PHX,117,True,False,0,0
Jump Shot,Jump Shot,-191,173,1,1,2006,25,0.0,Left Side Center(LC),Above the Break 3,PHX,14,False,True,0,0
Jump Shot,Jump Shot,-3,253,2,1,2006,25,0.0,Center(C),Above the Break 3,PHX,298,False,True,0,0
Jump Shot,Jump Shot,-156,146,3,1,2006,21,0.0,Left Side Center(LC),Mid-Range,PHX,706,True,False,0,0
Reverse Dunk Shot,Dunk,0,0,3,1,2006,0,1.0,Center(C),Restricted Area,PHX,549,True,False,0,0
Jump Shot,Jump Shot,0,102,3,1,2006,10,0.0,Center(C),In The Paint (Non-RA),PHX,472,True,False,0,0
Reverse Layup Shot,Layup,0,0,3,1,2006,0,0.0,Center(C),Restricted Area,PHX,191,True,False,0,0
Fadeaway Jump Shot,Jump Shot,-36,123,1,1,2006,12,1.0,Center(C),In The Paint (Non-RA),PHX,549,True,False,1,0
Jump Shot,Jump Shot,-145,5,1,1,2006,14,0.0,Left Side(L),Mid-Range,PHX,304,True,False,1,0
Reverse Layup Shot,Layup,0,0,1,1,2006,0,1.0,Center(C),Restricted Area,PHX,202,True,False,1,0
Jump Shot,Jump Shot,222,41,1,1,2006,22,1.0,Right Side(R),Right Corner 3,PHX,29,False,True,1,0
Driving Dunk Shot,Dunk,0,0,2,1,2006,0,1.0,Center(C),Restricted Area,PHX,484,True,False,1,0
Driving Layup Shot,Layup,0,0,2,1,2006,0,1.0,Center(C),Restricted Area,PHX,413,True,False,1,0
Driving Layup Shot,Layup,0,0,2,1,2006,0,1.0,Center(C),Restricted Area,PHX,307,True,False,1,0
Running Jump Shot,Jump Shot,62,99,2,1,2006,11,1.0,Right Side(R),In The Paint (Non-RA),PHX,219,True,False,1,0
Dunk Shot,Dunk,0,0,3,1,2006,0,0.0,Center(C),Restricted Area,PHX,348,True,False,1,0
Driving Finger Roll Shot,Layup,0,0,3,1,2006,0,1.0,Center(C),Restricted Area,PHX,178,True,False,1,0
Running Jump Shot,Jump Shot,54,35,3,1,2006,6,0.0,Center(C),In The Paint (Non-RA),PHX,2,True,False,1,0
Jump Shot,Jump Shot,-82,53,4,1,2006,9,0.0,Left Side(L),Mid-Range,PHX,696,True,False,1,0
Jump Shot,Jump Shot,8,204,4,1,2006,20,1.0,Center(C),Mid-Range,PHX,659,True,False,1,0
Jump Shot,Jump Shot,115,227,4,1,2006,25,1.0,Right Side Center(RC),Above the Break 3,PHX,628,False,True,1,0
Jump Shot,Jump Shot,153,219,4,1,2006,26,0.0,Right Side Center(RC),Above the Break 3,PHX,609,False,True,1,0
Jump Shot,Jump Shot,43,81,4,1,2006,9,0.0,Center(C),In The Paint (Non-RA),PHX,545,True,False,1,0
Jump Shot,Jump Shot,-51,206,4,1,2006,21,0.0,Center(C),Mid-Range,PHX,494,True,False,1,0
Driving Layup Shot,Layup,0,0,4,1,2006,0,1.0,Center(C),Restricted Area,PHX,432,True,False,1,0
Jump Shot,Jump Shot,-11,130,4,1,2006,13,0.0,Center(C),In The Paint (Non-RA),PHX,317,True,False,1,0
Jump Shot,Jump Shot,-11,51,4,1,2006,5,0.0,Center(C),In The Paint (Non-RA),PHX,283,True,False,1,0
Jump Shot,Jump Shot,-130,123,4,1,2006,17,1.0,Left Side Center(LC),Mid-Range,PHX,57,True,False,1,0
Layup Shot,Layup,0,0,1,1,2006,0,1.0,Center(C),Restricted Area,PHX,676,True,False,1,0
Jump Shot,Jump Shot,-182,207,1,1,2006,27,1.0,Left Side Center(LC),Above the Break 3,PHX,550,False,True,1,0
Jump Shot,Jump Shot,0,77,1,1,2006,7,0.0,Center(C),In The Paint (Non-RA),PHX,365,True,False,1,0
Jump Shot,Jump Shot,-179,176,1,1,2006,25,0.0,Left Side Center(LC),Above the Break 3,PHX,339,False,True,1,0
Driving Layup Shot,Layup,-5,18,1,1,2006,1,0.0,Center(C),Restricted Area,PHX,274,True,False,1,0
Turnaround Jump Shot,Jump Shot,10,82,1,1,2006,8,1.0,Center(C),In The Paint (Non-RA),PHX,211,True,False,1,0
Layup Shot,Layup,0,0,1,1,2006,0,0.0,Center(C),Restricted Area,PHX,110,True,False,1,0
Jump Shot,Jump Shot,85,138,1,1,2006,16,1.0,Right Side Center(RC),Mid-Range,PHX,46,True,False,1,0
Jump Shot,Jump Shot,18,189,1,1,2006,18,0.0,Center(C),Mid-Range,PHX,29,True,False,1,0
Jump Shot,Jump Shot,-97,773,1,1,2006,77,0.0,Back Court(BC),Backcourt,PHX,0,False,True,1,0
Jump Shot,Jump Shot,95,115,2,1,2006,14,1.0,Right Side(R),Mid-Range,PHX,553,True,False,1,0
Jump Shot,Jump Shot,-153,10,2,1,2006,15,0.0,Left Side(L),Mid-Range,PHX,51,True,False,1,0
Driving Layup Shot,Layup,0,0,2,1,2006,0,0.0,Center(C),Restricted Area,PHX,33,True,False,1,0
Driving Layup Shot,Layup,0,0,2,1,2006,0,1.0,Center(C),Restricted Area,PHX,6,True,False,1,0
Jump Shot,Jump Shot,90,192,3,1,2006,21,1.0,Right Side Center(RC),Mid-Range,PHX,547,True,False,1,0
Jump Shot,Jump Shot,-113,77,3,1,2006,13,0.0,Left Side(L),Mid-Range,PHX,419,True,False,1,0
Jump Shot,Jump Shot,87,233,3,1,2006,24,0.0,Right Side Center(RC),Above the Break 3,PHX,115,False,True,1,0
Driving Layup Shot,Layup,0,0,3,1,2006,0,1.0,Center(C),Restricted Area,PHX,6,True,False,1,0
Jump Shot,Jump Shot,75,247,4,1,2006,25,0.0,Center(C),Above the Break 3,PHX,301,False,True,1,0
Turnaround Jump Shot,Jump Shot,69,79,1,1,2006,10,1.0,Right Side(R),In The Paint (Non-RA),PHX,679,True,False,0,0
Jump Shot,Jump Shot,144,130,1,1,2006,19,1.0,Right Side Center(RC),Mid-Range,PHX,622,True,False,0,0
Jump Shot,Jump Shot,210,158,1,1,2006,26,0.0,Right Side Center(RC),Above the Break 3,PHX,598,False,True,0,0
Jump Shot,Jump Shot,20,97,1,1,2006,9,0.0,Center(C),In The Paint (Non-RA),PHX,548,True,False,0,0
Jump Bank Shot,Jump Shot,66,56,1,1,2006,8,1.0,Right Side(R),In The Paint (Non-RA),PHX,465,True,False,0,0
Jump Shot,Jump Shot,210,140,1,1,2006,25,0.0,Right Side Center(RC),Above the Break 3,PHX,431,False,True,0,0
Jump Shot,Jump Shot,130,153,1,1,2006,20,0.0,Right Side Center(RC),Mid-Range,PHX,405,True,False,0,0
Layup Shot,Layup,0,0,1,1,2006,0,0.0,Center(C),Restricted Area,PHX,190,True,False,0,0
Running Jump Shot,Jump Shot,34,76,2,1,2006,8,1.0,Center(C),In The Paint (Non-RA),PHX,651,True,False,0,0
Jump Shot,Jump Shot,-141,133,2,1,2006,19,1.0,Left Side Center(LC),Mid-Range,PHX,603,True,False,0,0
Jump Shot,Jump Shot,13,66,2,1,2006,6,1.0,Center(C),In The Paint (Non-RA),PHX,354,True,False,0,0
Jump Shot,Jump Shot,-146,114,2,1,2006,18,1.0,Left Side Center(LC),Mid-Range,PHX,300,True,False,0,0
Jump Shot,Jump Shot,138,150,2,1,2006,20,1.0,Right Side Center(RC),Mid-Range,PHX,260,True,False,0,0
Jump Shot,Jump Shot,-41,95,2,1,2006,10,0.0,Center(C),In The Paint (Non-RA),PHX,209,True,False,0,0
Jump Shot,Jump Shot,-151,210,2,1,2006,25,0.0,Left Side Center(LC),Above the Break 3,PHX,135,False,True,0,0
Jump Shot,Jump Shot,140,133,2,1,2006,19,0.0,Right Side Center(RC),Mid-Range,PHX,83,True,False,0,0
Jump Shot,Jump Shot,-72,181,3,1,2006,19,0.0,Left Side Center(LC),Mid-Range,PHX,614,True,False,0,0
Jump Shot,Jump Shot,-133,114,3,1,2006,17,0.0,Left Side Center(LC),Mid-Range,PHX,562,True,False,0,0
Jump Shot,Jump Shot,135,137,3,1,2006,19,0.0,Right Side Center(RC),Mid-Range,PHX,477,True,False,0,0
Jump Shot,Jump Shot,207,210,3,1,2006,29,0.0,Right Side Center(RC),Above the Break 3,PHX,378,False,True,0,0
Jump Shot,Jump Shot,-36,87,3,1,2006,9,0.0,Center(C),In The Paint (Non-RA),PHX,171,True,False,0,0
Jump Shot,Jump Shot,-125,176,3,1,2006,21,1.0,Left Side Center(LC),Mid-Range,PHX,59,True,False,0,0
Layup Shot,Layup,0,0,4,1,2006,0,0.0,Center(C),Restricted Area,PHX,696,True,False,0,0
Jump Shot,Jump Shot,95,184,4,1,2006,20,0.0,Right Side Center(RC),Mid-Range,PHX,471,True,False,0,0
Jump Shot,Jump Shot,85,163,4,1,2006,18,0.0,Right Side Center(RC),Mid-Range,PHX,413,True,False,0,0
Jump Shot,Jump Shot,-21,151,4,1,2006,15,0.0,Center(C),Mid-Range,PHX,393,True,False,0,0
Jump Shot,Jump Shot,85,161,4,1,2006,18,0.0,Right Side Center(RC),Mid-Range,PHX,242,True,False,0,0
Jump Shot,Jump Shot,177,189,4,1,2006,25,1.0,Right Side Center(RC),Above the Break 3,PHX,222,False,True,0,0
Jump Shot,Jump Shot,-100,232,4,1,2006,25,1.0,Left Side Center(LC),Above the Break 3,PHX,180,False,True,0,0
Jump Shot,Jump Shot,-205,186,4,1,2006,27,0.0,Left Side Center(LC),Above the Break 3,PHX,147,False,True,0,0
Jump Shot,Jump Shot,10,163,4,1,2006,16,1.0,Center(C),Mid-Range,PHX,50,True,False,0,0
Jump Shot,Jump Shot,-174,219,4,1,2006,27,0.0,Left Side Center(LC),Above the Break 3,PHX,31,False,True,0,0
Jump Shot,Jump Shot,-117,187,1,1,2007,22,0.0,Left Side Center(LC),Mid-Range,DEN,688,True,False,1,0
Layup Shot,Layup,0,0,1,1,2007,0,0.0,Center(C),Restricted Area,DEN,679,True,False,1,0
Jump Shot,Jump Shot,-158,181,1,1,2007,24,0.0,Left Side Center(LC),Above the Break 3,DEN,220,False,True,1,0
Jump Shot,Jump Shot,-187,201,1,1,2007,27,0.0,Left Side Center(LC),Above the Break 3,DEN,34,False,True,1,0
Jump Shot,Jump Shot,98,352,1,1,2007,36,0.0,Center(C),Above the Break 3,DEN,0,False,True,1,0
Jump Shot,Jump Shot,75,192,2,1,2007,20,0.0,Right Side Center(RC),Mid-Range,DEN,569,True,False,1,0
Jump Shot,Jump Shot,-146,209,2,1,2007,25,0.0,Left Side Center(LC),Above the Break 3,DEN,442,False,True,1,0
Jump Shot,Jump Shot,141,40,2,1,2007,14,1.0,Right Side(R),Mid-Range,DEN,257,True,False,1,0
Jump Shot,Jump Shot,-153,40,3,1,2007,15,0.0,Left Side(L),Mid-Range,DEN,681,True,False,1,0
Jump Shot,Jump Shot,95,179,3,1,2007,20,0.0,Right Side Center(RC),Mid-Range,DEN,662,True,False,1,0
Jump Shot,Jump Shot,197,-24,3,1,2007,19,1.0,Right Side(R),Mid-Range,DEN,478,True,False,1,0
Jump Shot,Jump Shot,87,173,3,1,2007,19,0.0,Right Side Center(RC),Mid-Range,DEN,449,True,False,1,0
Jump Shot,Jump Shot,-11,138,3,1,2007,13,1.0,Center(C),In The Paint (Non-RA),DEN,405,True,False,1,0
Jump Shot,Jump Shot,161,15,4,1,2007,16,0.0,Right Side(R),Mid-Range,DEN,696,True,False,1,0
Jump Shot,Jump Shot,192,-19,4,1,2007,19,0.0,Right Side(R),Mid-Range,DEN,654,True,False,1,0
Turnaround Jump Shot,Jump Shot,-89,127,4,1,2007,15,0.0,Left Side(L),Mid-Range,DEN,614,True,False,1,0
Jump Shot,Jump Shot,28,59,4,1,2007,6,0.0,Center(C),In The Paint (Non-RA),DEN,579,True,False,1,0
Jump Shot,Jump Shot,159,204,4,1,2007,25,1.0,Right Side Center(RC),Above the Break 3,DEN,476,False,True,1,0
Jump Shot,Jump Shot,89,183,4,1,2007,20,0.0,Right Side Center(RC),Mid-Range,DEN,299,True,False,1,0
Alley Oop Dunk Shot,Dunk,0,0,4,1,2007,0,1.0,Center(C),Restricted Area,DEN,157,True,False,1,0
Jump Shot,Jump Shot,-25,130,4,1,2007,13,0.0,Center(C),In The Paint (Non-RA),DEN,104,True,False,1,0
Layup Shot,Layup,0,0,1,1,2007,0,0.0,Center(C),Restricted Area,DEN,585,True,False,1,0
Jump Shot,Jump Shot,-8,199,1,1,2007,19,0.0,Center(C),Mid-Range,DEN,535,True,False,1,0
Jump Bank Shot,Jump Shot,-97,104,1,1,2007,14,1.0,Left Side(L),Mid-Range,DEN,509,True,False,1,0
Jump Shot,Jump Shot,79,176,1,1,2007,19,1.0,Right Side Center(RC),Mid-Range,DEN,485,True,False,1,0
Jump Shot,Jump Shot,115,161,1,1,2007,19,1.0,Right Side Center(RC),Mid-Range,DEN,268,True,False,1,0
Driving Layup Shot,Layup,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,DEN,220,True,False,1,0
Slam Dunk Shot,Dunk,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,DEN,205,True,False,1,0
Layup Shot,Layup,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,DEN,136,True,False,1,0
Jump Shot,Jump Shot,-112,158,1,1,2007,19,1.0,Left Side Center(LC),Mid-Range,DEN,45,True,False,1,0
Jump Shot,Jump Shot,-153,209,1,1,2007,25,1.0,Left Side Center(LC),Above the Break 3,DEN,26,False,True,1,0
Jump Shot,Jump Shot,110,146,2,1,2007,18,1.0,Right Side Center(RC),Mid-Range,DEN,467,True,False,1,0
Jump Shot,Jump Shot,144,196,2,1,2007,24,0.0,Right Side Center(RC),Above the Break 3,DEN,137,False,True,1,0
Putback Dunk Shot,Dunk,0,0,2,1,2007,0,0.0,Center(C),Restricted Area,DEN,84,True,False,1,0
Jump Shot,Jump Shot,-95,237,2,1,2007,25,0.0,Left Side Center(LC),Above the Break 3,DEN,38,False,True,1,0
Jump Shot,Jump Shot,-2,242,3,1,2007,24,1.0,Center(C),Above the Break 3,DEN,581,False,True,1,0
Jump Bank Shot,Jump Shot,-123,49,3,1,2007,13,0.0,Left Side(L),Mid-Range,DEN,485,True,False,1,0
Jump Shot,Jump Shot,158,201,3,1,2007,25,0.0,Right Side Center(RC),Above the Break 3,DEN,421,False,True,1,0
Jump Shot,Jump Shot,85,207,3,1,2007,22,0.0,Right Side Center(RC),Mid-Range,DEN,131,True,False,1,0
Alley Oop Dunk Shot,Dunk,0,0,3,1,2007,0,1.0,Center(C),Restricted Area,DEN,60,True,False,1,0
Driving Layup Shot,Layup,0,0,4,1,2007,0,1.0,Center(C),Restricted Area,DEN,401,True,False,1,0
Jump Shot,Jump Shot,121,230,4,1,2007,25,0.0,Right Side Center(RC),Above the Break 3,DEN,369,False,True,1,0
Jump Shot,Jump Shot,169,186,4,1,2007,25,1.0,Right Side Center(RC),Above the Break 3,DEN,321,False,True,1,0
Jump Bank Shot,Jump Shot,-118,40,4,1,2007,12,1.0,Left Side(L),Mid-Range,DEN,273,True,False,1,0
Jump Shot,Jump Shot,146,238,4,1,2007,27,1.0,Right Side Center(RC),Above the Break 3,DEN,168,False,True,1,0
Driving Layup Shot,Layup,0,0,4,1,2007,0,1.0,Center(C),Restricted Area,DEN,142,True,False,1,0
Layup Shot,Layup,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,DEN,335,True,False,0,0
Jump Shot,Jump Shot,-2,63,1,1,2007,6,0.0,Center(C),In The Paint (Non-RA),DEN,141,True,False,0,0
Jump Shot,Jump Shot,167,201,2,1,2007,26,0.0,Right Side Center(RC),Above the Break 3,DEN,81,False,True,0,0
Jump Shot,Jump Shot,-44,160,3,1,2007,16,1.0,Center(C),Mid-Range,DEN,701,True,False,0,0
Jump Shot,Jump Shot,172,155,3,1,2007,23,1.0,Right Side Center(RC),Mid-Range,DEN,666,True,False,0,0
Fadeaway Jump Shot,Jump Shot,169,-5,3,1,2007,16,0.0,Right Side(R),Mid-Range,DEN,629,True,False,0,0
Jump Shot,Jump Shot,103,201,3,1,2007,22,1.0,Right Side Center(RC),Mid-Range,DEN,560,True,False,0,0
Jump Shot,Jump Shot,-176,153,3,1,2007,23,1.0,Left Side Center(LC),Mid-Range,DEN,486,True,False,0,0
Jump Shot,Jump Shot,135,253,3,1,2007,28,0.0,Right Side Center(RC),Above the Break 3,DEN,389,False,True,0,0
Jump Shot,Jump Shot,-90,238,3,1,2007,25,0.0,Left Side Center(LC),Above the Break 3,DEN,281,False,True,0,0
Layup Shot,Layup,0,0,3,1,2007,0,1.0,Center(C),Restricted Area,DEN,153,True,False,0,0
Jump Shot,Jump Shot,-200,169,3,1,2007,26,0.0,Left Side Center(LC),Above the Break 3,DEN,43,False,True,0,0
Jump Shot,Jump Shot,-172,206,4,1,2007,26,0.0,Left Side Center(LC),Above the Break 3,DEN,235,False,True,0,0
Jump Shot,Jump Shot,-87,150,1,1,2007,17,0.0,Left Side Center(LC),Mid-Range,DEN,700,True,False,0,0
Reverse Dunk Shot,Dunk,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,DEN,424,True,False,0,0
Jump Shot,Jump Shot,-153,210,1,1,2007,25,1.0,Left Side Center(LC),Above the Break 3,DEN,279,False,True,0,0
Turnaround Bank shot,Bank Shot,98,61,1,1,2007,11,1.0,Right Side(R),Mid-Range,DEN,188,True,False,0,0
Jump Shot,Jump Shot,179,201,2,1,2007,26,1.0,Right Side Center(RC),Above the Break 3,DEN,413,False,True,0,0
Driving Reverse Layup Shot,Layup,0,0,2,1,2007,0,1.0,Center(C),Restricted Area,DEN,388,True,False,0,0
Dunk Shot,Dunk,0,0,2,1,2007,0,1.0,Center(C),Restricted Area,DEN,336,True,False,0,0
